pH,Hardness,Solids,Chlorine,Sulfate,Lead,Mercury,Coliform,Quality
11.48,140.3,117.3,1.83,308.3,0.00393,0.00142,3,Nguy hiểm
7.96,209.0,88.3,0.741,1201.7,0.07906,0.00048,4,Nguy hiểm
5.34,583.0,1569.0,0.352,207.4,0.00779,0.00476,7,Kém
9.74,639.5,932.2,1.298,521.9,0.02434,0.00062,1,Kém
7.42,89.7,160.7,1.178,170.1,0.07584,0.04344,14,Nguy hiểm
7.98,584.8,1696.4,1.164,194.5,0.00557,0.00494,10,Kém
7.73,122.8,82.2,1.633,96.1,0.00784,0.00076,17,Tốt
6.86,714.2,1649.2,4.508,155.9,0.00417,0.0013,775,Kém
5.4,650.7,2020.1,0.059,79.4,0.03048,0.00125,0,Kém
8.17,152.4,2154.1,9.378,76.7,0.01185,6e-05,5,Nguy hiểm
9.64,674.6,1731.3,1.966,739.6,0.00253,0.00027,173,Kém
6.25,157.6,430.5,1.287,127.2,0.00782,0.00342,4,Trung bình
8.19,145.7,420.6,0.826,61.9,0.00765,0.00058,24,Tốt
8.11,81.5,974.4,3.799,176.4,0.00034,0.00125,160,Trung bình
6.79,107.9,819.4,1.327,325.5,0.01202,0.00031,14,Trung bình
11.23,164.1,399.5,1.691,62.4,0.14404,0.00074,19,Nguy hiểm
8.89,203.7,377.3,1.07,149.5,0.01368,0.00129,99,Trung bình
4.23,172.9,474.9,7.067,76.0,0.00459,0.01842,746,Nguy hiểm
6.13,126.2,430.6,1.423,41.5,0.00688,0.0023,3,Trung bình
8.72,365.3,218.0,1.698,188.2,0.00217,0.00069,161,Trung bình
7.63,910.2,249.6,1.074,763.7,0.09703,0.03852,8,Nguy hiểm
6.74,183.3,407.5,1.563,58.8,0.0035,0.00019,8,Tốt
7.91,555.2,1679.6,0.832,513.7,0.00293,0.00585,24,Kém
7.29,530.8,142.0,1.262,639.4,0.02144,0.00829,12,Kém
6.2,398.0,317.3,1.343,372.3,0.00157,0.00077,12,Trung bình
6.3,103.0,358.5,1.568,589.2,0.1176,0.00048,4968,Nguy hiểm
7.49,143.7,289.1,1.258,200.1,0.00067,0.00086,6,Tốt
10.99,608.7,274.8,1.395,54.2,0.00617,0.00516,133,Nguy hiểm
6.76,382.0,483.4,4.91,543.6,0.0369,0.00101,0,Kém
6.78,128.8,419.5,0.893,203.9,0.00784,0.00066,19,Tốt
6.4,133.1,121.6,0.367,296.6,0.01061,0.00092,1,Trung bình
7.36,168.3,439.9,1.998,104.4,0.00217,0.00098,4,Tốt
8.77,85.4,369.8,1.435,152.3,0.01136,0.00337,16,Trung bình
6.84,356.7,466.6,0.026,197.0,0.00363,0.00098,17,Trung bình
7.09,197.3,496.2,1.363,156.8,0.00777,0.00127,5,Tốt
6.8,102.2,290.6,0.626,744.0,0.00185,0.04191,16,Nguy hiểm
9.81,143.3,2052.7,4.789,55.5,0.00172,6e-05,821,Kém
7.37,662.7,320.2,9.689,154.4,0.15576,0.00113,8,Nguy hiểm
7.74,208.7,316.0,0.747,104.2,0.00343,4e-05,20,Tốt
7.11,159.2,314.5,0.451,196.6,0.0053,0.00119,12,Tốt
7.94,109.9,234.3,1.578,150.8,0.00165,0.00091,2,Tốt
8.82,80.4,240.5,1.723,365.0,0.01423,0.00067,10,Trung bình
7.32,418.0,99.5,0.375,156.8,0.00797,0.00329,142,Trung bình
7.64,219.3,438.1,1.852,103.1,0.00528,0.00086,8,Tốt
7.55,348.5,452.7,0.752,134.4,0.00364,0.00238,4,Trung bình
7.92,160.8,80.6,3.439,1385.5,0.00226,0.00067,2183,Nguy hiểm
7.13,113.2,202.3,0.688,142.0,0.00585,0.0014,13,Tốt
7.89,130.1,157.9,0.418,162.0,0.00659,0.00067,19,Tốt
7.18,118.9,155.5,0.465,155.0,0.00271,0.0005,24,Tốt
7.43,156.8,361.5,1.474,120.2,0.00632,0.00013,11,Tốt
8.17,103.6,1058.6,1.455,326.8,0.00052,0.00034,20,Trung bình
7.82,147.3,292.9,1.604,143.5,0.00662,1e-05,21,Tốt
7.11,149.1,867.8,0.052,191.9,0.00763,0.00021,15,Trung bình
6.14,146.8,195.2,0.065,297.3,0.00023,0.00012,24,Trung bình
7.92,106.0,137.0,0.065,73.4,0.01441,0.00083,95,Trung bình
7.29,144.3,414.7,0.053,189.7,0.01108,0.00141,20,Trung bình
5.17,308.4,470.1,0.339,603.7,0.0304,0.00524,5,Kém
7.84,614.3,95.9,0.682,848.8,0.00597,0.0047,873,Kém
7.77,398.3,278.9,1.774,204.8,0.00602,0.00094,138,Trung bình
5.44,193.8,204.8,1.794,69.3,0.01863,0.00729,786,Kém
10.97,185.4,1006.9,0.046,51.7,0.00713,1e-05,1837,Nguy hiểm
8.17,171.5,451.0,0.676,208.0,0.00314,0.0009,16,Tốt
8.12,121.5,220.6,0.576,365.6,0.01118,0.00048,21,Trung bình
7.17,216.8,337.2,1.435,41.5,0.0061,0.00144,13,Tốt
10.15,574.9,316.5,1.791,74.3,0.00665,0.00851,750,Kém
6.71,203.9,379.5,4.55,198.7,0.00377,0.04825,8,Nguy hiểm
5.31,682.2,258.4,0.473,618.6,0.0123,0.00147,16,Kém
7.68,512.6,153.3,0.437,82.8,0.00597,0.006,511,Kém
7.8,351.0,282.3,0.021,169.4,0.00265,0.00139,117,Trung bình
9.09,113.0,330.3,0.988,407.6,0.00211,0.00331,7,Trung bình
5.44,136.6,1516.1,1.853,209.7,0.03618,0.00095,6,Kém
8.79,381.4,358.5,0.965,271.3,0.00463,0.00144,20,Trung bình
7.53,154.2,112.6,1.166,199.9,0.00249,0.00146,3,Tốt
6.45,414.3,812.5,0.47,198.3,0.00791,0.00106,15,Trung bình
7.83,211.4,199.1,0.613,45.1,0.00464,0.00145,0,Tốt
7.79,83.5,298.3,8.819,286.3,0.00446,0.00069,9,Nguy hiểm
3.77,172.5,127.9,0.869,1062.1,0.00043,0.00086,20,Nguy hiểm
7.89,119.2,126.8,0.724,123.2,0.00526,0.00037,18,Tốt
6.86,126.8,358.6,1.322,77.0,0.00312,0.00136,17,Tốt
7.63,208.5,147.8,0.344,299.9,0.01432,0.00046,7,Trung bình
7.66,123.2,2151.0,3.541,552.3,0.04431,0.00145,685,Kém
7.27,719.3,192.6,0.407,643.6,0.01701,0.00651,142,Kém
5.29,133.2,183.7,1.369,780.9,0.00079,0.00565,252,Kém
9.02,362.0,774.2,1.087,209.7,0.0074,0.00105,6,Trung bình
9.69,648.2,1835.2,1.903,217.1,0.02559,0.00085,23,Kém
7.1,412.8,344.0,1.254,93.1,0.00416,0.00039,137,Trung bình
7.92,205.6,447.4,0.817,203.6,0.00145,0.00106,13,Tốt
7.14,161.2,349.7,1.729,203.3,0.00539,0.00136,25,Tốt
7.61,342.5,419.3,3.262,187.9,0.01074,0.00087,22,Trung bình
7.43,161.5,2544.4,0.522,398.3,0.01061,0.04115,14,Nguy hiểm
6.91,843.7,1888.6,7.554,558.3,0.00304,0.00054,16,Nguy hiểm
6.78,110.8,229.7,1.819,189.5,0.00673,0.00095,0,Tốt
7.31,118.8,454.6,1.019,92.6,0.00437,0.00139,2,Tốt
7.45,86.9,131.2,1.19,751.7,0.00411,0.00495,579,Kém
7.33,215.6,417.3,1.402,113.9,0.00371,0.00104,15,Tốt
7.28,551.2,427.0,1.159,545.7,0.02764,0.00046,367,Kém
7.74,178.5,219.2,0.829,272.9,0.00523,0.00099,125,Trung bình
6.85,343.3,210.9,1.745,1089.1,0.01146,0.0008,3,Nguy hiểm
5.21,560.2,93.7,4.474,702.6,0.00156,0.0015,3,Kém
6.26,118.3,788.6,3.195,99.8,0.00436,7e-05,19,Trung bình
7.94,679.3,1794.0,1.846,169.1,0.0045,0.00511,410,Kém
5.24,111.0,956.7,4.927,146.8,0.03899,0.00055,580,Kém
6.96,661.1,261.6,0.716,98.4,0.0351,0.00136,870,Kém
7.77,341.0,440.9,3.468,76.8,0.00103,0.00295,15,Trung bình
7.3,151.4,113.2,0.708,131.1,0.00689,0.00106,0,Tốt
7.11,192.2,266.3,0.715,319.3,0.01253,0.00097,15,Trung bình
7.23,538.8,343.9,4.472,1099.2,0.00102,0.00607,0,Nguy hiểm
6.85,128.9,448.4,1.863,165.4,0.00315,0.00074,17,Tốt
6.24,192.1,434.3,0.36,200.3,0.01424,0.00139,16,Trung bình
8.05,700.1,1086.8,4.877,124.4,0.0251,0.00113,5,Kém
7.13,114.5,488.4,1.579,120.8,0.00517,0.00013,14,Tốt
6.91,564.2,316.5,4.164,1142.4,0.0873,0.00036,24,Nguy hiểm
7.16,88.4,343.4,1.378,92.4,0.00497,0.00065,20,Tốt
10.2,650.3,495.4,0.364,674.2,0.00623,0.00283,5,Kém
7.15,587.6,326.5,0.457,540.8,0.02083,0.00238,2,Kém
8.08,184.2,2081.0,4.869,764.6,0.03915,0.00041,17,Kém
7.02,146.3,164.7,1.477,219.8,0.00584,0.00123,5,Tốt
6.88,719.0,1716.8,1.606,45.4,0.01406,0.00588,13,Kém
10.01,186.3,96.3,0.55,848.9,0.01877,0.0013,283,Kém
7.91,99.4,180.9,1.115,89.9,0.00331,0.00046,17,Tốt
8.1,117.3,293.8,0.541,123.0,0.00382,0.00086,7,Tốt
6.96,138.4,160.5,0.363,121.2,0.0001,0.00142,6,Tốt
7.5,567.7,3006.4,7.747,116.4,0.02967,0.0001,20,Nguy hiểm
6.15,121.7,382.7,1.456,268.3,0.0065,0.00334,13,Trung bình
7.06,102.3,238.9,1.36,209.4,0.0072,0.00137,22,Tốt
7.58,132.8,382.0,1.257,102.6,0.00184,0.00073,14,Tốt
8.13,206.9,453.5,1.109,104.2,0.01103,0.0031,5,Trung bình
7.34,151.3,208.8,1.932,189.9,0.0026,0.00079,17,Tốt
7.19,412.7,383.0,1.563,208.7,0.0118,0.00138,13,Trung bình
7.56,166.0,2539.8,4.897,162.0,0.00321,0.0437,103,Nguy hiểm
7.56,110.1,1061.0,0.075,134.1,0.00716,0.0006,103,Trung bình
7.68,192.5,143.9,1.679,209.2,0.00477,0.00066,0,Tốt
7.61,95.7,210.8,6.016,115.9,0.07552,0.00014,20,Nguy hiểm
8.16,97.8,449.8,1.558,92.6,0.00217,0.00058,3,Tốt
7.15,184.5,83.8,1.507,79.8,0.00348,0.00118,11,Tốt
10.19,142.7,281.0,4.604,749.4,0.0005,0.00471,18,Kém
10.16,91.1,854.4,0.352,1380.1,0.00333,5e-05,2621,Nguy hiểm
6.85,184.6,151.3,1.73,677.9,0.04478,0.00837,22,Kém
6.87,159.8,144.4,0.712,89.3,0.00265,0.00054,24,Tốt
6.74,219.3,1751.1,0.57,53.1,0.13223,0.0008,11,Nguy hiểm
7.8,695.5,299.9,8.922,1380.5,0.00054,0.00091,19,Nguy hiểm
7.3,182.2,964.7,0.058,70.4,0.0118,0.00134,24,Trung bình
7.29,137.6,294.3,0.399,57.6,0.0056,0.00036,11,Tốt
7.2,412.8,438.0,0.061,288.0,0.00101,0.00016,23,Trung bình
8.1,105.4,146.9,0.695,118.8,0.00461,0.0001,22,Tốt
9.95,214.2,1933.6,4.735,100.8,0.03253,4e-05,17,Kém
8.13,148.3,186.1,0.614,100.6,0.00126,0.00116,5,Tốt
12.0,153.5,421.8,7.693,55.2,0.00434,0.00069,20,Nguy hiểm
10.3,577.1,1014.1,4.54,153.4,0.03277,0.00069,3,Kém
6.75,393.6,438.7,3.592,209.5,0.01357,0.00028,4,Trung bình
7.1,199.8,471.6,1.049,55.9,0.00203,0.0014,15,Tốt
8.12,84.4,396.6,1.525,178.8,0.00719,0.0001,1,Tốt
7.76,335.7,448.9,1.461,57.1,0.01138,0.0005,5,Trung bình
6.87,163.6,229.5,1.825,194.9,0.00797,0.00017,24,Tốt
7.73,184.9,187.0,0.946,56.6,0.00027,7e-05,18,Tốt
7.26,103.4,194.5,0.514,85.5,0.00414,0.00137,16,Tốt
7.44,189.7,467.5,1.229,205.3,0.00616,0.00031,8,Tốt
6.94,559.0,1097.7,4.497,46.3,0.00758,0.00767,12,Kém
5.36,160.8,455.0,4.772,58.1,0.03395,0.00794,6,Kém
7.26,152.4,853.9,0.445,343.3,0.00378,0.0014,24,Trung bình
7.91,219.4,858.1,1.767,164.5,0.00149,0.00105,85,Trung bình
8.0,129.2,355.2,0.486,194.8,0.00728,0.00147,23,Tốt
8.06,143.0,234.4,0.761,337.7,0.00447,0.00222,6,Trung bình
11.96,110.8,411.4,0.031,183.2,0.00186,0.00014,18,Nguy hiểm
7.23,194.1,117.9,0.594,105.0,0.01354,0.00284,125,Trung bình
7.02,199.5,399.6,1.357,121.8,0.00257,0.00067,2,Tốt
7.9,415.7,470.3,3.305,100.0,0.00158,0.00128,107,Trung bình
8.75,106.3,323.9,1.361,329.8,0.00653,0.00039,25,Trung bình
7.33,179.7,189.2,4.429,759.0,0.01436,0.00014,706,Kém
7.48,82.6,448.7,1.212,203.3,0.00795,0.0007,17,Tốt
6.94,172.9,213.2,4.057,364.3,0.00537,0.00144,130,Trung bình
6.19,205.0,166.3,1.422,82.0,0.00343,0.00288,23,Trung bình
5.16,581.4,219.0,8.957,179.4,0.00198,0.00121,14,Nguy hiểm
8.16,153.2,342.0,1.753,1208.3,0.00709,0.00691,9,Nguy hiểm
7.66,663.6,89.4,4.4,366.9,0.00034,0.00635,10,Kém
10.88,110.2,178.8,8.778,86.8,0.03657,0.02954,14,Nguy hiểm
7.1,88.0,1069.2,0.703,131.0,0.01313,0.00046,14,Trung bình
10.13,539.7,347.2,0.535,770.8,0.01203,0.00793,10,Kém
6.32,143.7,941.9,1.865,166.3,0.01405,0.00103,6,Trung bình
7.62,162.5,1949.3,1.915,563.2,0.00474,0.00471,22,Kém
5.12,98.6,292.1,0.711,56.0,0.03097,0.00022,892,Kém
7.01,108.0,92.6,1.428,67.8,0.00166,0.00074,23,Tốt
7.92,207.3,229.1,0.344,381.6,0.01205,0.00084,17,Trung bình
8.17,608.8,988.6,4.329,202.8,0.04004,0.00122,15,Kém
4.04,91.5,471.0,7.238,1111.0,0.00714,0.00142,442,Nguy hiểm
6.93,141.2,107.4,1.954,193.4,0.01977,0.00862,845,Kém
7.19,122.2,370.8,0.592,113.6,0.00548,0.00056,22,Tốt
10.94,110.1,405.8,7.175,166.0,0.04071,0.00068,3177,Nguy hiểm
7.19,86.2,111.0,0.786,83.3,0.00252,3e-05,0,Tốt
7.25,138.7,142.1,1.678,171.2,0.00668,0.0014,17,Tốt
5.14,593.6,1973.6,1.737,61.6,0.00583,0.0008,839,Kém
8.76,105.6,330.5,1.323,79.7,0.01448,0.00256,5,Trung bình
7.01,170.6,438.4,4.119,1089.7,0.00625,8e-05,4352,Nguy hiểm
7.0,144.8,232.8,7.159,532.6,0.00055,2e-05,117,Nguy hiểm
7.55,391.7,483.1,1.981,330.9,0.00699,0.00066,8,Trung bình
7.55,90.0,2197.9,1.263,162.7,0.03549,0.00832,8,Kém
8.16,164.5,187.0,1.171,190.0,0.00314,0.00092,6,Tốt
7.78,184.8,359.2,1.423,90.9,0.00719,0.00127,16,Tốt
7.68,145.3,231.9,3.264,75.4,0.19838,0.00717,21,Nguy hiểm
7.64,157.7,335.0,1.461,72.8,0.00069,0.0004,17,Tốt
7.16,187.3,478.9,7.021,212.3,0.15642,0.00016,2,Nguy hiểm
7.02,163.4,1967.2,0.382,526.6,0.02051,0.00053,609,Kém
7.08,134.2,467.9,1.292,98.1,0.01343,0.00264,129,Trung bình
10.81,813.0,172.6,3.944,199.2,0.01265,0.00111,9,Nguy hiểm
6.39,107.7,794.5,0.549,112.9,0.0121,0.0015,16,Trung bình
7.2,145.8,1915.5,0.036,616.4,0.04308,0.00122,455,Kém
7.35,187.3,238.0,0.309,99.1,0.00041,0.00141,11,Tốt
6.72,183.6,754.1,4.027,63.1,0.01379,0.00057,4,Trung bình
11.02,201.0,156.4,0.623,1288.5,0.00786,0.00272,114,Nguy hiểm
5.11,81.1,332.7,8.778,46.8,0.0069,0.00038,2447,Nguy hiểm
6.93,154.6,90.4,7.798,144.9,0.01213,0.00091,121,Nguy hiểm
7.82,182.2,354.7,1.233,88.4,0.00444,0.00067,13,Tốt
9.89,421.5,158.4,0.474,763.3,0.0228,0.00037,761,Kém
6.95,579.1,802.0,0.446,125.2,0.00739,0.0086,421,Kém
5.38,684.8,304.4,0.34,117.7,0.00167,0.0067,602,Kém
6.85,328.7,949.7,0.067,136.2,0.00478,0.00044,18,Trung bình
9.72,212.4,1758.0,1.98,142.0,0.02492,0.00744,20,Kém
4.11,205.4,270.5,0.51,795.6,0.00669,0.0003,1771,Nguy hiểm
6.96,219.3,198.5,1.509,102.2,0.00673,0.0011,15,Tốt
7.02,97.7,147.8,1.701,260.8,0.0008,0.00073,151,Trung bình
6.87,111.1,251.4,1.37,120.8,0.00656,0.00067,19,Tốt
7.37,91.7,93.3,1.358,96.8,0.00744,0.0002,19,Tốt
6.77,152.7,956.2,0.42,282.6,0.00576,0.00268,6,Trung bình
7.67,165.7,498.1,0.999,92.5,0.00156,0.00076,4,Tốt
8.2,184.3,272.8,1.054,154.5,0.00716,0.00136,2,Tốt
6.87,763.2,1841.1,0.328,207.8,0.17417,0.00123,4065,Nguy hiểm
8.01,175.5,305.6,1.059,74.5,0.00436,0.00083,17,Tốt
7.4,188.2,1945.2,1.27,154.4,0.04209,0.00128,234,Kém
10.84,86.2,273.9,1.017,1308.8,0.00385,0.00149,2151,Nguy hiểm
9.07,146.2,174.2,8.973,1282.5,0.00174,0.00055,12,Nguy hiểm
7.17,140.1,117.9,8.828,1135.0,0.01375,0.00129,275,Nguy hiểm
7.29,111.6,353.6,0.044,180.9,0.01449,0.00088,83,Trung bình
6.93,346.0,287.8,1.876,1334.1,0.00167,0.01692,1,Nguy hiểm
6.84,207.2,85.1,1.702,173.3,0.00599,0.00106,2,Tốt
7.6,142.2,165.7,0.027,306.3,0.00223,0.00035,8,Trung bình
7.03,117.8,265.3,0.06,104.1,0.0017,0.00365,1723,Nguy hiểm
7.4,82.0,1531.0,0.395,576.7,0.00307,0.0084,18,Kém
7.48,319.6,1011.0,1.657,126.0,0.00597,0.00082,10,Trung bình
7.78,552.4,140.5,1.872,556.6,0.00756,0.00566,9,Kém
7.42,104.4,254.7,0.771,146.5,0.00098,0.00027,21,Tốt
6.22,105.8,426.5,4.708,798.2,0.00092,0.00037,851,Kém
7.47,594.1,2127.0,0.743,173.1,0.00061,0.00662,19,Kém
7.91,529.5,400.2,0.527,186.0,0.0287,0.00059,603,Kém
7.3,196.0,737.0,0.057,67.2,0.00723,0.00083,24,Trung bình
8.02,147.0,277.3,0.592,130.2,0.00357,0.00094,4,Tốt
7.53,86.2,301.8,0.447,1200.6,0.01249,0.00081,3236,Nguy hiểm
7.39,145.0,409.6,0.327,95.9,0.00648,3e-05,20,Tốt
9.79,116.9,188.1,0.605,578.6,0.00217,4e-05,360,Kém
8.63,323.0,164.9,1.085,40.1,0.00485,0.00016,16,Trung bình
6.71,183.3,182.5,1.111,354.1,0.00526,0.00373,25,Trung bình
6.2,83.7,758.9,6.006,78.0,0.00349,0.00301,23,Nguy hiểm
8.56,80.2,190.4,0.568,273.1,0.00298,0.00064,72,Trung bình
7.15,686.7,764.2,4.286,107.1,0.00442,0.03635,24,Nguy hiểm
7.78,330.5,2039.9,4.304,179.9,0.00125,0.00092,283,Kém
6.98,128.8,497.5,4.733,754.6,0.03341,0.00022,740,Kém
5.19,136.0,733.5,1.36,204.2,0.00111,0.00079,4416,Nguy hiểm
7.25,91.2,308.3,0.048,1357.3,0.1535,0.01508,1,Nguy hiểm
6.12,563.5,153.0,0.328,594.7,0.0273,0.0011,22,Kém
7.67,89.7,907.9,0.073,130.7,0.00137,0.00233,1,Trung bình
7.65,206.8,1090.3,1.936,337.7,0.00495,0.00094,99,Trung bình
3.58,175.6,2426.0,1.574,153.6,0.00192,0.00128,12,Nguy hiểm
8.18,516.9,1677.7,1.602,717.1,0.00761,0.00612,166,Kém
7.26,592.4,2055.6,4.884,144.0,0.01715,0.00067,5,Kém
10.15,155.3,157.9,0.787,43.4,0.00788,0.04571,6,Nguy hiểm
8.8,366.5,426.5,0.887,105.0,0.00453,0.00065,9,Trung bình
7.58,178.9,126.3,4.92,1352.4,0.00202,0.00066,23,Nguy hiểm
7.95,159.2,153.3,1.894,79.6,0.00413,0.00034,2,Tốt
10.09,108.8,1679.5,1.782,829.8,0.02948,0.00086,12,Kém
7.83,518.2,135.0,0.787,689.7,0.00585,0.00776,826,Kém
5.22,689.9,1520.2,1.167,65.1,0.02141,0.00142,65,Kém
8.96,185.7,1045.7,7.555,204.2,0.00041,0.00098,19,Nguy hiểm
5.21,568.3,393.7,1.052,192.0,0.02457,0.00491,22,Kém
7.96,219.3,3135.7,1.166,217.7,0.19549,0.00033,8,Nguy hiểm
5.14,132.1,346.2,3.616,59.9,0.02928,0.00897,11,Kém
7.68,167.8,1779.2,0.529,152.3,0.02174,0.00641,866,Kém
7.43,193.9,331.8,1.71,152.2,0.00108,0.00034,7,Tốt
8.11,120.5,90.8,1.526,105.5,0.00313,8e-05,1,Tốt
11.61,130.8,393.2,0.073,88.4,0.00169,0.0014,2,Nguy hiểm
6.24,80.3,387.5,0.498,1081.6,0.00253,0.00138,16,Nguy hiểm
7.36,112.0,336.7,0.963,192.1,0.00657,0.00012,21,Tốt
7.86,355.6,1006.8,1.691,193.2,0.00778,0.00019,21,Trung bình
8.69,131.5,436.3,0.505,413.0,0.00587,0.00103,165,Trung bình
5.11,673.2,1570.9,1.602,294.9,0.04311,0.0015,1,Kém
7.4,868.1,164.7,3.969,1115.7,0.00331,0.00117,64,Nguy hiểm
7.37,608.6,144.2,1.866,209.4,0.02717,0.00091,435,Kém
8.07,198.3,811.2,7.791,153.1,0.00208,0.03548,21,Nguy hiểm
6.02,131.5,373.8,1.174,66.5,0.17351,3e-05,19,Nguy hiểm
7.51,659.8,1802.7,1.315,104.8,0.01121,3e-05,877,Kém
7.69,107.1,237.1,0.024,70.6,0.01279,0.00112,154,Trung bình
8.57,128.3,934.9,3.618,193.8,0.00065,0.00103,5,Trung bình
6.89,201.0,307.3,0.539,1143.8,0.00064,0.00352,12,Nguy hiểm
7.63,392.9,285.3,0.35,114.9,0.00174,0.00376,22,Trung bình
7.26,388.0,444.8,3.789,78.8,0.00768,0.00034,83,Trung bình
7.47,194.3,173.6,0.832,214.9,0.00322,0.00043,22,Tốt
4.55,179.4,296.5,9.008,98.2,0.00643,0.00104,0,Nguy hiểm
11.26,839.3,342.0,4.53,166.0,0.00442,0.00063,23,Nguy hiểm
6.85,127.6,392.5,1.857,313.7,0.01133,0.00033,19,Trung bình
11.73,682.3,462.3,9.239,64.2,0.00454,0.00538,8,Nguy hiểm
7.95,185.0,349.6,4.262,641.0,0.02624,0.00043,480,Kém
7.51,124.8,357.9,1.268,204.1,0.00552,0.00091,13,Tốt
6.44,165.0,262.2,0.947,309.5,0.00138,0.00033,3,Trung bình
9.04,129.6,114.3,0.066,342.1,0.00588,0.00015,3,Trung bình
7.55,210.5,217.8,1.264,205.9,0.00181,0.00064,17,Tốt
7.75,168.4,2894.6,0.72,123.0,0.01249,0.0472,1,Nguy hiểm
7.44,404.9,248.4,1.085,214.9,0.00792,0.00349,6,Trung bình
8.0,140.5,115.8,1.869,641.2,0.01747,0.00528,159,Kém
7.81,202.0,360.3,8.952,785.4,0.00085,0.00013,1156,Nguy hiểm
8.78,195.9,166.1,1.456,408.3,0.00033,0.0001,12,Trung bình
6.93,206.2,208.1,1.394,62.8,0.00056,0.00262,101,Trung bình
8.06,217.7,286.2,0.358,203.6,0.00314,0.00041,2,Tốt
7.93,388.2,293.7,0.032,282.2,0.00374,0.00048,16,Trung bình
9.03,159.7,392.5,0.558,81.1,0.11166,0.00089,22,Nguy hiểm
8.92,152.2,315.7,3.612,388.7,0.00758,0.00127,3,Trung bình
7.89,604.6,453.1,1.296,56.0,0.04259,0.00136,674,Kém
11.55,375.8,476.4,0.444,99.6,0.00726,0.00091,6,Nguy hiểm
7.9,140.1,232.1,0.952,413.2,0.00165,0.03359,1682,Nguy hiểm
7.89,617.5,396.7,9.634,1294.6,0.00025,0.00097,1595,Nguy hiểm
7.82,179.1,2192.2,6.68,159.5,0.00782,0.00063,554,Nguy hiểm
7.76,173.5,406.7,1.283,291.5,0.01447,0.00373,2,Trung bình
5.19,700.4,107.2,4.912,198.1,0.00731,0.00037,105,Kém
6.11,403.2,447.0,1.846,191.3,0.00706,0.00109,105,Trung bình
7.68,202.6,209.7,1.63,184.0,8e-05,0.00079,16,Tốt
7.94,158.4,99.1,0.461,206.2,0.00559,0.00337,100,Trung bình
9.8,198.7,195.7,0.871,805.1,0.00707,3e-05,336,Kém
8.83,171.2,243.7,0.026,150.4,0.00073,0.00038,21,Trung bình
7.22,124.3,153.9,0.754,1334.9,0.00323,0.00647,4,Nguy hiểm
6.79,570.0,2028.2,1.108,542.3,0.0107,0.00559,5,Kém
7.35,133.1,212.1,0.038,157.1,0.002,0.00328,105,Trung bình
7.68,92.5,427.4,0.517,153.3,0.00209,0.00141,21,Tốt
7.09,158.9,168.5,0.899,69.8,0.00254,0.00098,22,Tốt
6.1,306.7,296.2,3.109,178.2,0.00615,0.00059,22,Trung bình
8.98,317.1,1090.1,1.007,171.1,0.00474,0.00043,19,Trung bình
5.42,129.2,222.2,1.194,773.1,0.02171,0.00043,11,Kém
7.12,93.7,278.9,1.098,83.7,0.00162,0.00091,12,Tốt
10.05,153.3,160.5,0.794,191.8,0.00262,0.00635,604,Kém
6.83,151.0,483.5,0.066,303.4,0.00144,0.00141,15,Trung bình
7.66,210.5,103.5,1.525,53.4,0.00678,0.00083,10,Tốt
7.23,163.5,411.8,0.375,106.0,0.00114,0.00093,18,Tốt
6.87,370.9,220.8,0.912,174.5,0.01117,0.00125,7,Trung bình
7.33,144.5,301.4,5.552,157.5,0.1183,0.00341,3041,Nguy hiểm
7.11,211.5,368.7,0.079,96.8,0.00361,0.01784,340,Nguy hiểm
7.53,188.3,290.4,1.174,81.9,0.00375,0.00057,23,Tốt
3.55,327.7,431.4,1.654,88.5,0.00397,0.00128,23,Nguy hiểm
7.15,219.4,877.7,7.304,151.6,0.00437,0.00102,1,Nguy hiểm
10.08,609.1,363.4,1.833,818.8,0.00465,0.00275,0,Kém
8.17,332.8,182.0,1.506,289.1,0.01082,4e-05,17,Trung bình
7.64,119.3,464.0,1.604,147.2,0.00399,0.00104,6,Tốt
8.83,122.7,948.7,1.911,177.7,0.00522,0.00231,17,Trung bình
7.87,118.7,182.5,0.99,158.8,0.00593,0.00046,2,Tốt
5.2,629.8,1701.9,1.012,116.2,0.01687,0.00013,7,Kém
5.22,631.7,1039.6,0.472,534.9,0.00171,0.00517,12,Kém
6.2,179.1,2199.2,7.822,63.6,0.14543,0.00113,3,Nguy hiểm
8.03,323.0,1070.0,1.784,96.3,0.00388,0.02249,67,Nguy hiểm
8.15,134.7,747.3,1.773,200.2,0.00089,0.00374,15,Trung bình
8.11,219.3,138.7,1.146,66.7,0.00028,0.00063,22,Tốt
6.91,573.8,1932.7,1.088,126.4,0.02978,0.00493,24,Kém
5.33,574.0,384.3,1.18,846.4,0.00634,0.00082,4,Kém
8.15,134.3,1825.1,0.429,602.3,0.04006,0.0052,10,Kém
5.15,701.2,869.5,1.038,124.6,0.00092,0.00718,864,Kém
7.37,599.7,105.8,4.812,627.1,0.00404,0.00053,330,Kém
9.69,182.2,182.0,4.31,839.1,0.04494,0.00031,22,Kém
7.6,116.9,831.0,1.16,333.4,0.00021,0.00094,3,Trung bình
7.51,87.7,224.5,1.87,136.5,0.00146,0.00023,16,Tốt
7.85,127.8,3172.2,0.417,592.8,0.01836,0.02177,6,Nguy hiểm
7.1,377.1,215.7,0.439,346.7,0.00125,0.00149,95,Trung bình
